Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
62,2014-12-14,5,120,D,167-7,12,3,34144.31,17.57
63,2014-12-14,5,120,D,168-16,12,3,4641.53,17.57
64,2014-12-14,5,120,D,169-30,12,3,18100.48,17.57
65,2014-12-14,5,120,D,164-11,12,3,15041.64,17.57
66,2014-12-14,5,120,D,156-4,24,3,44039.52,18.89
67,2014-12-14,5,120,D,167-7,24,3,68104.97,18.89
68,2014-12-14,5,120,D,168-16,24,3,42738.31,18.89
69,2014-12-14,5,120,D,169-30,24,3,22988.94,18.89
70,2014-12-14,5,120,D,164-11,24,3,12804.3,18.89
71,2014-12-14,5,120,D,156-4,36,3,22513.29,22.01
72,2014-12-14,5,120,D,167-7,36,3,17648.16,22.01
73,2014-12-14,5,120,D,168-16,36,3,4544.38,22.01
74,2014-12-14,5,120,D,169-30,36,3,9444.56,22.01
75,2014-12-14,5,120,D,164-11,36,3,13559.18,22.01
76,2014-12-15,5,0,E,156-4,0,1,12153,16.71
77,2014-12-15,5,0,E,167-7,0,1,11090.05,16.71
78,2014-12-15,5,0,E,168-16,0,1,11674.92,16.71
79,2014-12-15,5,0,E,169-30,0,1,7261.53,16.71
80,2014-12-15,5,0,E,164-11,0,1,13867.5,16.71
81,2014-12-15,5,0,E,156-4,2,1,12071.98,18.38
82,2014-12-15,5,0,E,167-7,2,1,9417.65,18.38
83,2014-12-15,5,0,E,168-16,2,1,10119.2,18.38
84,2014-12-15,5,0,E,169-30,2,1,6410.28,18.38
85,2014-12-15,5,0,E,164-11,2,1,9267.98,18.38
86,2014-12-15,5,0,E,156-4,12,1,27186.85,16.72
87,2014-12-15,5,0,E,167-7,12,1,11766.66,16.72
88,2014-12-15,5,0,E,168-16,12,1,4239.96,16.72
89,2014-12-15,5,0,E,169-30,12,1,19611.11,16.72
90,2014-12-15,5,0,E,164-11,12,1,20993.44,16.72
91,2014-12-15,5,0,E,156-4,24,1,12258.33,16.78
92,2014-12-15,5,0,E,167-7,24,1,18753.99,16.78
93,2014-12-15,5,0,E,168-16,24,1,11546.19,16.78
94,2014-12-15,5,0,E,169-30,24,1,22754.51,16.78
95,2014-12-15,5,0,E,164-11,24,1,15537.97,16.78
96,2014-12-15,5,0,E,156-4,36,1,22416.3,21.52
97,2014-12-15,5,0,E,167-7,36,1,13855.97,21.52
98,2014-12-15,5,0,E,168-16,36,1,17991.71,21.52
99,2014-12-15,5,0,E,169-30,36,1,15553.48,21.52
100,2014-12-15,5,0,E,164-11,36,1,25509.59,21.52
101,2014-12-15,5,0,E,156-4,0,2,12275.76,16.71
102,2014-12-15,5,0,E,167-7,0,2,10200.95,16.71
103,2014-12-15,5,0,E,168-16,0,2,12355.83,16.71
104,2014-12-15,5,0,E,169-30,0,2,9060.52,16.71
105,2014-12-15,5,0,E,164-11,0,2,11731.5,16.71
106,2014-12-15,5,0,E,156-4,2,2,10984.84,18.38
107,2014-12-15,5,0,E,167-7,2,2,8528.43,18.38
108,2014-12-15,5,0,E,168-16,2,2,10122.43,18.38
109,2014-12-15,5,0,E,169-30,2,2,8724.22,18.38
110,2014-12-15,5,0,E,164-11,2,2,8874.74,18.38
111,2014-12-15,5,0,E,156-4,12,2,12736.42,16.72
112,2014-12-15,5,0,E,167-7,12,2,10742.71,16.72
113,2014-12-15,5,0,E,168-16,12,2,4437.71,16.72
114,2014-12-15,5,0,E,169-30,12,2,23093.18,16.72
115,2014-12-15,5,0,E,164-11,12,2,19562.25,16.72
116,2014-12-15,5,0,E,156-4,24,2,12295.4,16.78
117,2014-12-15,5,0,E,167-7,24,2,20128.39,16.78
118,2014-12-15,5,0,E,168-16,24,2,15498.06,16.78
119,2014-12-15,5,0,E,169-30,24,2,20141.16,16.78
120,2014-12-15,5,0,E,164-11,24,2,17489.88,16.78
121,2014-12-15,5,0,E,156-4,36,2,14477.17,21.52
122,2014-12-15,5,0,E,167-7,36,2,18826.43,21.52
123,2014-12-15,5,0,E,168-16,36,2,17194.21,21.52
124,2014-12-15,5,0,E,169-30,36,2,16873.36,21.52
125,2014-12-15,5,0,E,164-11,36,2,26738.99,21.52
126,2014-12-15,5,0,E,156-4,0,3,17237.02,16.71
127,2014-12-15,5,0,E,167-7,0,3,11663.3,16.71
128,2014-12-15,5,0,E,168-16,0,3,11940.99,16.71
129,2014-12-15,5,0,E,169-30,0,3,8675.74,16.71
130,2014-12-15,5,0,E,164-11,0,3,47719.8,16.71
131,2014-12-15,5,0,E,156-4,2,3,11167.52,18.38
132,2014-12-15,5,0,E,167-7,2,3,13206.77,18.38
133,2014-12-15,5,0,E,168-16,2,3,10527.26,18.38
134,2014-12-15,5,0,E,169-30,2,3,16657.65,18.38
135,2014-12-15,5,0,E,164-11,2,3,5864.66,18.38
136,2014-12-15,5,0,E,156-4,12,3,25384.15,16.72
137,2014-12-15,5,0,E,167-7,12,3,15087.22,16.72
138,2014-12-15,5,0,E,168-16,12,3,5247.53,16.72
139,2014-12-15,5,0,E,169-30,12,3,19086.16,16.72
140,2014-12-15,5,0,E,164-11,12,3,4901.87,16.72
141,2014-12-15,5,0,E,156-4,24,3,15235.75,16.78
142,2014-12-15,5,0,E,167-7,24,3,21500.49,16.78
143,2014-12-15,5,0,E,168-16,24,3,13081.56,16.78
144,2014-12-15,5,0,E,169-30,24,3,22831.08,16.78
145,2014-12-15,5,0,E,164-11,24,3,18976.38,16.78
146,2014-12-15,5,0,E,156-4,36,3,27647.01,21.52
147,2014-12-15,5,0,E,167-7,36,3,23921.17,21.52
148,2014-12-15,5,0,E,168-16,36,3,5116.74,21.52
149,2014-12-15,5,0,E,169-30,36,3,12183.71,21.52
150,2014-12-15,5,0,E,164-11,36,3,15771.31,21.52
76,2014-12-16,6,24,E,156-4,0,1,18272.9,16.14
77,2014-12-16,6,24,E,167-7,0,1,14314.5,16.14
78,2014-12-16,6,24,E,168-16,0,1,15874.61,16.14
79,2014-12-16,6,24,E,169-30,0,1,9917.65,16.14
80,2014-12-16,6,24,E,164-11,0,1,19108.31,16.14
81,2014-12-16,6,24,E,156-4,2,1,18035.81,19.65
82,2014-12-16,6,24,E,167-7,2,1,13724.4,19.65
83,2014-12-16,6,24,E,168-16,2,1,14206.62,19.65
84,2014-12-16,6,24,E,169-30,2,1,7422.47,19.65
85,2014-12-16,6,24,E,164-11,2,1,9901.99,19.65
86,2014-12-16,6,24,E,156-4,12,1,37563.83,17.15
87,2014-12-16,6,24,E,167-7,12,1,16687.7,17.15
88,2014-12-16,6,24,E,168-16,12,1,5519.36,17.15
89,2014-12-16,6,24,E,169-30,12,1,21505.5,17.15
90,2014-12-16,6,24,E,164-11,12,1,19802.27,17.15
91,2014-12-16,6,24,E,156-4,24,1,19145.22,16.15
92,2014-12-16,6,24,E,167-7,24,1,29412.52,16.15
93,2014-12-16,6,24,E,168-16,24,1,16171.79,16.15
94,2014-12-16,6,24,E,169-30,24,1,21227.65,16.15
95,2014-12-16,6,24,E,164-11,24,1,16812.5,16.15
96,2014-12-16,6,24,E,156-4,36,1,26631.11,22
97,2014-12-16,6,24,E,167-7,36,1,12219.37,22
98,2014-12-16,6,24,E,168-16,36,1,18749.95,22
99,2014-12-16,6,24,E,169-30,36,1,15088.26,22
100,2014-12-16,6,24,E,164-11,36,1,19534.64,22
101,2014-12-16,6,24,E,156-4,0,2,19170.54,16.14
102,2014-12-16,6,24,E,167-7,0,2,13406.71,16.14
103,2014-12-16,6,24,E,168-16,0,2,15419.31,16.14
104,2014-12-16,6,24,E,169-30,0,2,11820.58,16.14
105,2014-12-16,6,24,E,164-11,0,2,17279.7,16.14
106,2014-12-16,6,24,E,156-4,2,2,17609.85,19.65
107,2014-12-16,6,24,E,167-7,2,2,13415.74,19.65
108,2014-12-16,6,24,E,168-16,2,2,15420.18,19.65
109,2014-12-16,6,24,E,169-30,2,2,9618.16,19.65
110,2014-12-16,6,24,E,164-11,2,2,9623.81,19.65
111,2014-12-16,6,24,E,156-4,12,2,19744.46,17.15
112,2014-12-16,6,24,E,167-7,12,2,17879.26,17.15
113,2014-12-16,6,24,E,168-16,12,2,4740.06,17.15
114,2014-12-16,6,24,E,169-30,12,2,24060.35,17.15
115,2014-12-16,6,24,E,164-11,12,2,21449.36,17.15
116,2014-12-16,6,24,E,156-4,24,2,20141.53,16.15
117,2014-12-16,6,24,E,167-7,24,2,34031,16.15
118,2014-12-16,6,24,E,168-16,24,2,19636.98,16.15
119,2014-12-16,6,24,E,169-30,24,2,20415.96,16.15
120,2014-12-16,6,24,E,164-11,24,2,19426.25,16.15
121,2014-12-16,6,24,E,156-4,36,2,18796.11,22
122,2014-12-16,6,24,E,167-7,36,2,19757.55,22
123,2014-12-16,6,24,E,168-16,36,2,18541.3,22
124,2014-12-16,6,24,E,169-30,36,2,17965.29,22
125,2014-12-16,6,24,E,164-11,36,2,20369.58,22
126,2014-12-16,6,24,E,156-4,0,3,22816.51,16.14
127,2014-12-16,6,24,E,167-7,0,3,14091.57,16.14
128,2014-12-16,6,24,E,168-16,0,3,12303.22,16.14
129,2014-12-16,6,24,E,169-30,0,3,15321.43,16.14
130,2014-12-16,6,24,E,164-11,0,3,55150.59,16.14
131,2014-12-16,6,24,E,156-4,2,3,18113.1,19.65
132,2014-12-16,6,24,E,167-7,2,3,18087.4,19.65
133,2014-12-16,6,24,E,168-16,2,3,15532.01,19.65
134,2014-12-16,6,24,E,169-30,2,3,18079.11,19.65
135,2014-12-16,6,24,E,164-11,2,3,8782.32,19.65
136,2014-12-16,6,24,E,156-4,12,3,34264.19,17.15
137,2014-12-16,6,24,E,167-7,12,3,21817.5,17.15
138,2014-12-16,6,24,E,168-16,12,3,5980.83,17.15
139,2014-12-16,6,24,E,169-30,12,3,23751.22,17.15
140,2014-12-16,6,24,E,164-11,12,3,7021.23,17.15
141,2014-12-16,6,24,E,156-4,24,3,24053.07,16.15
142,2014-12-16,6,24,E,167-7,24,3,32456.78,16.15
143,2014-12-16,6,24,E,168-16,24,3,18734.08,16.15
144,2014-12-16,6,24,E,169-30,24,3,26094.6,16.15
145,2014-12-16,6,24,E,164-11,24,3,22419.96,16.15
146,2014-12-16,6,24,E,156-4,36,3,35511.36,22
147,2014-12-16,6,24,E,167-7,36,3,23105.67,22
148,2014-12-16,6,24,E,168-16,36,3,5268.26,22
149,2014-12-16,6,24,E,169-30,36,3,13611.79,22
150,2014-12-16,6,24,E,164-11,36,3,16126.37,22
76,2014-12-17,7,48,E,156-4,0,1,28151.56,16.51
77,2014-12-17,7,48,E,167-7,0,1,17780.19,16.51
78,2014-12-17,7,48,E,168-16,0,1,20177.9,16.51
79,2014-12-17,7,48,E,169-30,0,1,11675.95,16.51
80,2014-12-17,7,48,E,164-11,0,1,29234.27,16.51
81,2014-12-17,7,48,E,156-4,2,1,26726.63,19.33
82,2014-12-17,7,48,E,167-7,2,1,18833.02,19.33
83,2014-12-17,7,48,E,168-16,2,1,20547.21,19.33
84,2014-12-17,7,48,E,169-30,2,1,9538.81,19.33
85,2014-12-17,7,48,E,164-11,2,1,12889.56,19.33
86,2014-12-17,7,48,E,156-4,12,1,52912.82,17.01
87,2014-12-17,7,48,E,167-7,12,1,25246.72,17.01
88,2014-12-17,7,48,E,168-16,12,1,6735.13,17.01
89,2014-12-17,7,48,E,169-30,12,1,23848.09,17.01
90,2014-12-17,7,48,E,164-11,12,1,23154.77,17.01
91,2014-12-17,7,48,E,156-4,24,1,29982.15,15.53
92,2014-12-17,7,48,E,167-7,24,1,46554.84,15.53
93,2014-12-17,7,48,E,168-16,24,1,20479.77,15.53
94,2014-12-17,7,48,E,169-30,24,1,27161.57,15.53
95,2014-12-17,7,48,E,164-11,24,1,19566.58,15.53
96,2014-12-17,7,48,E,156-4,36,1,31653.12,21.55
97,2014-12-17,7,48,E,167-7,36,1,15607.12,21.55
98,2014-12-17,7,48,E,168-16,36,1,25764.91,21.55
99,2014-12-17,7,48,E,169-30,36,1,17191.26,21.55
100,2014-12-17,7,48,E,164-11,36,1,16729.48,21.55
101,2014-12-17,7,48,E,156-4,0,2,29505.18,16.51
102,2014-12-17,7,48,E,167-7,0,2,13743.92,16.51
103,2014-12-17,7,48,E,168-16,0,2,21061.78,16.51
104,2014-12-17,7,48,E,169-30,0,2,16085.04,16.51
105,2014-12-17,7,48,E,164-11,0,2,26053.63,16.51
106,2014-12-17,7,48,E,156-4,2,2,26113.74,19.33
107,2014-12-17,7,48,E,167-7,2,2,18559.12,19.33
108,2014-12-17,7,48,E,168-16,2,2,20219.34,19.33
109,2014-12-17,7,48,E,169-30,2,2,9073.61,19.33
110,2014-12-17,7,48,E,164-11,2,2,12149.93,19.33
111,2014-12-17,7,48,E,156-4,12,2,28479.58,17.01
112,2014-12-17,7,48,E,167-7,12,2,26935.77,17.01
113,2014-12-17,7,48,E,168-16,12,2,6146.8,17.01
114,2014-12-17,7,48,E,169-30,12,2,30320.5,17.01
115,2014-12-17,7,48,E,164-11,12,2,22484.98,17.01
116,2014-12-17,7,48,E,156-4,24,2,30216.78,15.53
117,2014-12-17,7,48,E,167-7,24,2,49818.36,15.53
118,2014-12-17,7,48,E,168-16,24,2,27615.35,15.53
119,2014-12-17,7,48,E,169-30,24,2,24802.37,15.53
120,2014-12-17,7,48,E,164-11,24,2,23866.09,15.53
121,2014-12-17,7,48,E,156-4,36,2,20746.05,21.55
122,2014-12-17,7,48,E,167-7,36,2,18971.57,21.55
123,2014-12-17,7,48,E,168-16,36,2,23844.72,21.55
124,2014-12-17,7,48,E,169-30,36,2,17358.52,21.55
125,2014-12-17,7,48,E,164-11,36,2,25053.72,21.55
126,2014-12-17,7,48,E,156-4,0,3,31839.06,16.51
127,2014-12-17,7,48,E,167-7,0,3,17410.16,16.51
128,2014-12-17,7,48,E,168-16,0,3,16359.6,16.51
129,2014-12-17,7,48,E,169-30,0,3,21956.94,16.51
130,2014-12-17,7,48,E,164-11,0,3,67056.25,16.51
131,2014-12-17,7,48,E,156-4,2,3,28231.22,19.33
132,2014-12-17,7,48,E,167-7,2,3,25273.55,19.33
133,2014-12-17,7,48,E,168-16,2,3,22418.75,19.33
134,2014-12-17,7,48,E,169-30,2,3,16722.51,19.33
135,2014-12-17,7,48,E,164-11,2,3,10430.66,19.33
136,2014-12-17,7,48,E,156-4,12,3,49976.38,17.01
137,2014-12-17,7,48,E,167-7,12,3,33064.6,17.01
138,2014-12-17,7,48,E,168-16,12,3,7036.11,17.01
139,2014-12-17,7,48,E,169-30,12,3,28726.29,17.01
140,2014-12-17,7,48,E,164-11,12,3,9106.04,17.01
141,2014-12-17,7,48,E,156-4,24,3,32964.71,15.53
142,2014-12-17,7,48,E,167-7,24,3,51239.41,15.53
143,2014-12-17,7,48,E,168-16,24,3,28530.7,15.53
144,2014-12-17,7,48,E,169-30,24,3,31394.05,15.53
145,2014-12-17,7,48,E,164-11,24,3,25425.73,15.53
146,2014-12-17,7,48,E,156-4,36,3,36417.25,21.55
147,2014-12-17,7,48,E,167-7,36,3,21704.01,21.55
148,2014-12-17,7,48,E,168-16,36,3,6474,21.55
149,2014-12-17,7,48,E,169-30,36,3,14693.19,21.55
150,2014-12-17,7,48,E,164-11,36,3,18636.49,21.55
76,2014-12-18,8,72,E,156-4,0,1,37823.14,16.5
77,2014-12-18,8,72,E,167-7,0,1,21353.77,16.5
78,2014-12-18,8,72,E,168-16,0,1,26800.43,16.5
79,2014-12-18,8,72,E,169-30,0,1,13621.8,16.5
80,2014-12-18,8,72,E,164-11,0,1,40040.84,16.5
81,2014-12-18,8,72,E,156-4,2,1,38922.55,19.39
82,2014-12-18,8,72,E,167-7,2,1,24119.77,19.39
83,2014-12-18,8,72,E,168-16,2,1,25627.44,19.39
84,2014-12-18,8,72,E,169-30,2,1,9265.44,19.39
85,2014-12-18,8,72,E,164-11,2,1,15806.91,19.39
86,2014-12-18,8,72,E,156-4,12,1,71521.07,16.69
87,2014-12-18,8,72,E,167-7,12,1,38886.84,16.69
88,2014-12-18,8,72,E,168-16,12,1,9594.24,16.69
89,2014-12-18,8,72,E,169-30,12,1,27250.84,16.69
90,2014-12-18,8,72,E,164-11,12,1,24048.47,16.69
91,2014-12-18,8,72,E,156-4,24,1,42597.85,18.73
92,2014-12-18,8,72,E,167-7,24,1,61005.97,18.73
93,2014-12-18,8,72,E,168-16,24,1,28012.95,18.73
94,2014-12-18,8,72,E,169-30,24,1,31408.14,18.73
95,2014-12-18,8,72,E,164-11,24,1,24548.2,18.73
96,2014-12-18,8,72,E,156-4,36,1,35377.3,21.56
97,2014-12-18,8,72,E,167-7,36,1,15827.75,21.56
98,2014-12-18,8,72,E,168-16,36,1,30733.1,21.56
99,2014-12-18,8,72,E,169-30,36,1,18324.76,21.56
100,2014-12-18,8,72,E,164-11,36,1,18107.08,21.56
101,2014-12-18,8,72,E,156-4,0,2,37712,16.5
102,2014-12-18,8,72,E,167-7,0,2,17389.98,16.5
103,2014-12-18,8,72,E,168-16,0,2,28151.61,16.5
104,2014-12-18,8,72,E,169-30,0,2,17492.54,16.5
105,2014-12-18,8,72,E,164-11,0,2,34410.64,16.5
106,2014-12-18,8,72,E,156-4,2,2,35883.8,19.39
107,2014-12-18,8,72,E,167-7,2,2,26445.57,19.39
108,2014-12-18,8,72,E,168-16,2,2,28198.12,19.39
109,2014-12-18,8,72,E,169-30,2,2,9070.58,19.39
110,2014-12-18,8,72,E,164-11,2,2,13038.43,19.39
111,2014-12-18,8,72,E,156-4,12,2,39179.1,16.69
112,2014-12-18,8,72,E,167-7,12,2,39574.86,16.69
113,2014-12-18,8,72,E,168-16,12,2,7986.42,16.69
114,2014-12-18,8,72,E,169-30,12,2,33643.71,16.69
115,2014-12-18,8,72,E,164-11,12,2,23984.99,16.69
116,2014-12-18,8,72,E,156-4,24,2,40172.32,18.73
117,2014-12-18,8,72,E,167-7,24,2,69522.88,18.73
118,2014-12-18,8,72,E,168-16,24,2,36824.46,18.73
119,2014-12-18,8,72,E,169-30,24,2,29800.47,18.73
120,2014-12-18,8,72,E,164-11,24,2,26724.93,18.73
121,2014-12-18,8,72,E,156-4,36,2,25807.16,21.56
122,2014-12-18,8,72,E,167-7,36,2,20427.71,21.56
123,2014-12-18,8,72,E,168-16,36,2,24529.38,21.56
124,2014-12-18,8,72,E,169-30,36,2,19697.77,21.56
125,2014-12-18,8,72,E,164-11,36,2,22820.86,21.56
126,2014-12-18,8,72,E,156-4,0,3,40377.41,16.5
127,2014-12-18,8,72,E,167-7,0,3,18564.92,16.5
128,2014-12-18,8,72,E,168-16,0,3,23841.03,16.5
129,2014-12-18,8,72,E,169-30,0,3,28493.96,16.5
130,2014-12-18,8,72,E,164-11,0,3,79431.18,16.5
131,2014-12-18,8,72,E,156-4,2,3,36458.64,19.39
132,2014-12-18,8,72,E,167-7,2,3,30069.74,19.39
133,2014-12-18,8,72,E,168-16,2,3,28669.27,19.39
134,2014-12-18,8,72,E,169-30,2,3,13398.27,19.39
135,2014-12-18,8,72,E,164-11,2,3,12125.69,19.39
136,2014-12-18,8,72,E,156-4,12,3,68611.35,16.69
137,2014-12-18,8,72,E,167-7,12,3,46000.61,16.69
138,2014-12-18,8,72,E,168-16,12,3,9071.87,16.69
139,2014-12-18,8,72,E,169-30,12,3,31009.64,16.69
140,2014-12-18,8,72,E,164-11,12,3,10764.25,16.69
141,2014-12-18,8,72,E,156-4,24,3,48693.01,18.73
142,2014-12-18,8,72,E,167-7,24,3,64596.27,18.73
143,2014-12-18,8,72,E,168-16,24,3,35176.73,18.73
144,2014-12-18,8,72,E,169-30,24,3,39561.1,18.73
145,2014-12-18,8,72,E,164-11,24,3,27415.49,18.73
146,2014-12-18,8,72,E,156-4,36,3,39759.65,21.56
147,2014-12-18,8,72,E,167-7,36,3,23400.42,21.56
148,2014-12-18,8,72,E,168-16,36,3,7250.88,21.56
149,2014-12-18,8,72,E,169-30,36,3,15576.73,21.56
150,2014-12-18,8,72,E,164-11,36,3,16786.16,21.56
76,2014-12-19,9,96,E,156-4,0,1,44800.25,15.48
77,2014-12-19,9,96,E,167-7,0,1,22742.67,15.48
78,2014-12-19,9,96,E,168-16,0,1,34032.66,15.48
79,2014-12-19,9,96,E,169-30,0,1,15595.36,15.48
80,2014-12-19,9,96,E,164-11,0,1,48338.7,15.48
81,2014-12-19,9,96,E,156-4,2,1,48779.27,17.27
82,2014-12-19,9,96,E,167-7,2,1,32956.07,17.27
83,2014-12-19,9,96,E,168-16,2,1,36008.84,17.27
84,2014-12-19,9,96,E,169-30,2,1,11892.16,17.27
85,2014-12-19,9,96,E,164-11,2,1,17914.19,17.27
86,2014-12-19,9,96,E,156-4,12,1,95594.12,16.47
87,2014-12-19,9,96,E,167-7,12,1,55871.04,16.47
88,2014-12-19,9,96,E,168-16,12,1,11760.66,16.47
89,2014-12-19,9,96,E,169-30,12,1,31296.88,16.47
90,2014-12-19,9,96,E,164-11,12,1,25332.53,16.47
91,2014-12-19,9,96,E,156-4,24,1,60338.85,17.96
92,2014-12-19,9,96,E,167-7,24,1,80860.42,17.96
93,2014-12-19,9,96,E,168-16,24,1,36211.42,17.96
94,2014-12-19,9,96,E,169-30,24,1,33485.72,17.96
95,2014-12-19,9,96,E,164-11,24,1,26888.53,17.96
96,2014-12-19,9,96,E,156-4,36,1,38200.14,20.92
97,2014-12-19,9,96,E,167-7,36,1,15622.05,20.92
98,2014-12-19,9,96,E,168-16,36,1,34032.35,20.92
99,2014-12-19,9,96,E,169-30,36,1,18035.59,20.92
100,2014-12-19,9,96,E,164-11,36,1,16150.81,20.92
101,2014-12-19,9,96,E,156-4,0,2,48664.77,15.48
102,2014-12-19,9,96,E,167-7,0,2,20689.37,15.48
103,2014-12-19,9,96,E,168-16,0,2,35028.53,15.48
104,2014-12-19,9,96,E,169-30,0,2,19040.63,15.48
105,2014-12-19,9,96,E,164-11,0,2,45996.23,15.48
106,2014-12-19,9,96,E,156-4,2,2,48462.64,17.27
107,2014-12-19,9,96,E,167-7,2,2,32689.08,17.27
108,2014-12-19,9,96,E,168-16,2,2,37084.45,17.27
109,2014-12-19,9,96,E,169-30,2,2,10440.12,17.27
110,2014-12-19,9,96,E,164-11,2,2,17179.14,17.27
111,2014-12-19,9,96,E,156-4,12,2,55502.91,16.47
112,2014-12-19,9,96,E,167-7,12,2,57215.43,16.47
113,2014-12-19,9,96,E,168-16,12,2,11934.56,16.47
114,2014-12-19,9,96,E,169-30,12,2,36177.12,16.47
115,2014-12-19,9,96,E,164-11,12,2,26312.79,16.47
116,2014-12-19,9,96,E,156-4,24,2,49728.37,17.96
117,2014-12-19,9,96,E,167-7,24,2,86276.48,17.96
118,2014-12-19,9,96,E,168-16,24,2,48031.16,17.96
119,2014-12-19,9,96,E,169-30,24,2,31367.22,17.96
120,2014-12-19,9,96,E,164-11,24,2,27003.84,17.96
121,2014-12-19,9,96,E,156-4,36,2,30283.09,20.92
122,2014-12-19,9,96,E,167-7,36,2,21989.1,20.92
123,2014-12-19,9,96,E,168-16,36,2,27050.8,20.92
124,2014-12-19,9,96,E,169-30,36,2,22351.35,20.92
125,2014-12-19,9,96,E,164-11,36,2,19972.91,20.92
126,2014-12-19,9,96,E,156-4,0,3,49740.88,15.48
127,2014-12-19,9,96,E,167-7,0,3,24597.03,15.48
128,2014-12-19,9,96,E,168-16,0,3,31997.68,15.48
129,2014-12-19,9,96,E,169-30,0,3,35698.78,15.48
130,2014-12-19,9,96,E,164-11,0,3,93946.8,15.48
131,2014-12-19,9,96,E,156-4,2,3,46341.48,17.27
132,2014-12-19,9,96,E,167-7,2,3,44191.9,17.27
133,2014-12-19,9,96,E,168-16,2,3,36468.46,17.27
134,2014-12-19,9,96,E,169-30,2,3,11669.39,17.27
135,2014-12-19,9,96,E,164-11,2,3,13688.63,17.27
136,2014-12-19,9,96,E,156-4,12,3,94974.34,16.47
137,2014-12-19,9,96,E,167-7,12,3,63594.48,16.47
138,2014-12-19,9,96,E,168-16,12,3,12709.72,16.47
139,2014-12-19,9,96,E,169-30,12,3,37065.63,16.47
140,2014-12-19,9,96,E,164-11,12,3,12574.43,16.47
141,2014-12-19,9,96,E,156-4,24,3,70180.65,17.96
142,2014-12-19,9,96,E,167-7,24,3,89061.32,17.96
143,2014-12-19,9,96,E,168-16,24,3,48879.98,17.96
144,2014-12-19,9,96,E,169-30,24,3,42440.26,17.96
145,2014-12-19,9,96,E,164-11,24,3,27909.26,17.96
146,2014-12-19,9,96,E,156-4,36,3,40797.1,20.92
147,2014-12-19,9,96,E,167-7,36,3,23445.41,20.92
148,2014-12-19,9,96,E,168-16,36,3,8629.95,20.92
149,2014-12-19,9,96,E,169-30,36,3,16922.34,20.92
150,2014-12-19,9,96,E,164-11,36,3,15119.86,20.92
76,2014-12-20,10,120,E,156-4,0,1,56778.58,15.67
77,2014-12-20,10,120,E,167-7,0,1,27211.04,15.67
78,2014-12-20,10,120,E,168-16,0,1,41247.31,15.67
79,2014-12-20,10,120,E,169-30,0,1,17348.6,15.67
80,2014-12-20,10,120,E,164-11,0,1,63615.18,15.67
81,2014-12-20,10,120,E,156-4,2,1,61520.3,18.3
82,2014-12-20,10,120,E,167-7,2,1,39550.12,18.3
83,2014-12-20,10,120,E,168-16,2,1,43368.71,18.3
84,2014-12-20,10,120,E,169-30,2,1,13881.79,18.3
85,2014-12-20,10,120,E,164-11,2,1,19017.35,18.3
86,2014-12-20,10,120,E,156-4,12,1,117804.94,15.92
87,2014-12-20,10,120,E,167-7,12,1,77586.3,15.92
88,2014-12-20,10,120,E,168-16,12,1,15920.93,15.92
89,2014-12-20,10,120,E,169-30,12,1,36991.11,15.92
90,2014-12-20,10,120,E,164-11,12,1,30430.78,15.92
91,2014-12-20,10,120,E,156-4,24,1,75081.53,18.68
92,2014-12-20,10,120,E,167-7,24,1,95233.88,18.68
93,2014-12-20,10,120,E,168-16,24,1,49640.37,18.68
94,2014-12-20,10,120,E,169-30,24,1,39147.63,18.68
95,2014-12-20,10,120,E,164-11,24,1,24673.2,18.68
96,2014-12-20,10,120,E,156-4,36,1,48175.65,20.93
97,2014-12-20,10,120,E,167-7,36,1,18467.33,20.93
98,2014-12-20,10,120,E,168-16,36,1,33889.66,20.93
99,2014-12-20,10,120,E,169-30,36,1,21300.16,20.93
100,2014-12-20,10,120,E,164-11,36,1,14914.17,20.93
101,2014-12-20,10,120,E,156-4,0,2,57877.75,15.67
102,2014-12-20,10,120,E,167-7,0,2,23848.41,15.67
103,2014-12-20,10,120,E,168-16,0,2,47057.4,15.67
104,2014-12-20,10,120,E,169-30,0,2,22646.94,15.67
105,2014-12-20,10,120,E,164-11,0,2,55260.88,15.67
106,2014-12-20,10,120,E,156-4,2,2,60910.13,18.3
107,2014-12-20,10,120,E,167-7,2,2,42597.25,18.3
108,2014-12-20,10,120,E,168-16,2,2,46825.83,18.3
109,2014-12-20,10,120,E,169-30,2,2,12549.96,18.3
110,2014-12-20,10,120,E,164-11,2,2,18888.68,18.3
111,2014-12-20,10,120,E,156-4,12,2,71614.38,15.92
112,2014-12-20,10,120,E,167-7,12,2,79481.62,15.92
113,2014-12-20,10,120,E,168-16,12,2,15397.21,15.92
114,2014-12-20,10,120,E,169-30,12,2,41743.09,15.92
115,2014-12-20,10,120,E,164-11,12,2,30257.66,15.92
116,2014-12-20,10,120,E,156-4,24,2,61255.32,18.68
117,2014-12-20,10,120,E,167-7,24,2,114202.96,18.68
118,2014-12-20,10,120,E,168-16,24,2,60721.38,18.68
119,2014-12-20,10,120,E,169-30,24,2,39261.52,18.68
120,2014-12-20,10,120,E,164-11,24,2,32875.65,18.68
121,2014-12-20,10,120,E,156-4,36,2,36382.34,20.93
122,2014-12-20,10,120,E,167-7,36,2,23127.31,20.93
123,2014-12-20,10,120,E,168-16,36,2,27289.88,20.93
