Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
538,2015-01-13,34,0,K,168-16,12,1,10249.21,16.87
539,2015-01-13,34,0,K,169-30,12,1,9797.14,16.87
540,2015-01-13,34,0,K,164-11,12,1,11729.76,16.87
541,2015-01-13,34,0,K,156-4,24,1,10601.41,16.44
542,2015-01-13,34,0,K,167-7,24,1,10184.32,16.44
543,2015-01-13,34,0,K,168-16,24,1,9648.73,16.44
544,2015-01-13,34,0,K,169-30,24,1,9431.5,16.44
545,2015-01-13,34,0,K,164-11,24,1,14522.41,16.44
546,2015-01-13,34,0,K,156-4,36,1,5413.47,19.55
547,2015-01-13,34,0,K,167-7,36,1,4510.7,19.55
548,2015-01-13,34,0,K,168-16,36,1,2670.58,19.55
549,2015-01-13,34,0,K,169-30,36,1,2628.52,19.55
550,2015-01-13,34,0,K,164-11,36,1,3063.76,19.55
551,2015-01-13,34,0,K,156-4,0,2,9800.89,16.33
552,2015-01-13,34,0,K,167-7,0,2,10514.16,16.33
553,2015-01-13,34,0,K,168-16,0,2,10189.29,16.33
554,2015-01-13,34,0,K,169-30,0,2,9501.41,16.33
555,2015-01-13,34,0,K,164-11,0,2,10347.11,16.33
556,2015-01-13,34,0,K,156-4,2,2,10033.85,16.63
557,2015-01-13,34,0,K,167-7,2,2,9263.09,16.63
558,2015-01-13,34,0,K,168-16,2,2,1476.98,16.63
559,2015-01-13,34,0,K,169-30,2,2,10012.97,16.63
560,2015-01-13,34,0,K,164-11,2,2,10746.87,16.63
561,2015-01-13,34,0,K,156-4,12,2,9708.43,16.87
562,2015-01-13,34,0,K,167-7,12,2,8175.99,16.87
563,2015-01-13,34,0,K,168-16,12,2,10252.94,16.87
564,2015-01-13,34,0,K,169-30,12,2,10504.44,16.87
565,2015-01-13,34,0,K,164-11,12,2,14131.22,16.87
566,2015-01-13,34,0,K,156-4,24,2,9890.02,16.44
567,2015-01-13,34,0,K,167-7,24,2,9525.89,16.44
568,2015-01-13,34,0,K,168-16,24,2,11371.46,16.44
569,2015-01-13,34,0,K,169-30,24,2,10269.25,16.44
570,2015-01-13,34,0,K,164-11,24,2,13287.21,16.44
571,2015-01-13,34,0,K,156-4,36,2,4570.54,19.55
572,2015-01-13,34,0,K,167-7,36,2,2766.23,19.55
573,2015-01-13,34,0,K,168-16,36,2,2115.4,19.55
574,2015-01-13,34,0,K,169-30,36,2,3475.66,19.55
575,2015-01-13,34,0,K,164-11,36,2,4667.03,19.55
576,2015-01-13,34,0,K,156-4,0,3,10058.45,16.33
577,2015-01-13,34,0,K,167-7,0,3,10368.36,16.33
578,2015-01-13,34,0,K,168-16,0,3,9985.36,16.33
579,2015-01-13,34,0,K,169-30,0,3,9967.62,16.33
580,2015-01-13,34,0,K,164-11,0,3,10766.24,16.33
581,2015-01-13,34,0,K,156-4,2,3,9773.18,16.63
582,2015-01-13,34,0,K,167-7,2,3,7817.25,16.63
583,2015-01-13,34,0,K,168-16,2,3,1464.82,16.63
584,2015-01-13,34,0,K,169-30,2,3,7895.59,16.63
585,2015-01-13,34,0,K,164-11,2,3,8442.14,16.63
586,2015-01-13,34,0,K,156-4,12,3,9602.15,16.87
587,2015-01-13,34,0,K,167-7,12,3,9989.06,16.87
588,2015-01-13,34,0,K,168-16,12,3,10632.93,16.87
589,2015-01-13,34,0,K,169-30,12,3,11351.02,16.87
590,2015-01-13,34,0,K,164-11,12,3,10725.18,16.87
591,2015-01-13,34,0,K,156-4,24,3,10768.06,16.44
592,2015-01-13,34,0,K,167-7,24,3,9205.14,16.44
593,2015-01-13,34,0,K,168-16,24,3,9582.86,16.44
594,2015-01-13,34,0,K,169-30,24,3,10266.18,16.44
595,2015-01-13,34,0,K,164-11,24,3,16377.93,16.44
596,2015-01-13,34,0,K,156-4,36,3,4278.17,19.55
597,2015-01-13,34,0,K,167-7,36,3,4107.82,19.55
598,2015-01-13,34,0,K,168-16,36,3,4009.17,19.55
599,2015-01-13,34,0,K,169-30,36,3,2229.54,19.55
600,2015-01-13,34,0,K,164-11,36,3,3969.07,19.55
526,2015-01-14,35,24,K,156-4,0,1,11308.81,16.42
527,2015-01-14,35,24,K,167-7,0,1,10415,16.42
528,2015-01-14,35,24,K,168-16,0,1,12351.68,16.42
529,2015-01-14,35,24,K,169-30,0,1,9609.12,16.42
530,2015-01-14,35,24,K,164-11,0,1,12757.78,16.42
531,2015-01-14,35,24,K,156-4,2,1,13080.85,17.95
532,2015-01-14,35,24,K,167-7,2,1,14379.31,17.95
533,2015-01-14,35,24,K,168-16,2,1,1327.47,17.95
534,2015-01-14,35,24,K,169-30,2,1,12348.17,17.95
535,2015-01-14,35,24,K,164-11,2,1,15351.89,17.95
536,2015-01-14,35,24,K,156-4,12,1,12329,16.73
537,2015-01-14,35,24,K,167-7,12,1,15016.21,16.73
538,2015-01-14,35,24,K,168-16,12,1,12324.76,16.73
539,2015-01-14,35,24,K,169-30,12,1,12078.09,16.73
540,2015-01-14,35,24,K,164-11,12,1,15001.06,16.73
541,2015-01-14,35,24,K,156-4,24,1,13852.69,21.16
542,2015-01-14,35,24,K,167-7,24,1,14050.43,21.16
543,2015-01-14,35,24,K,168-16,24,1,9964.39,21.16
544,2015-01-14,35,24,K,169-30,24,1,13010.06,21.16
545,2015-01-14,35,24,K,164-11,24,1,15048.12,21.16
546,2015-01-14,35,24,K,156-4,36,1,4645.21,20.83
547,2015-01-14,35,24,K,167-7,36,1,4652.35,20.83
548,2015-01-14,35,24,K,168-16,36,1,1476.64,20.83
549,2015-01-14,35,24,K,169-30,36,1,2089.41,20.83
550,2015-01-14,35,24,K,164-11,36,1,2995.63,20.83
551,2015-01-14,35,24,K,156-4,0,2,12215.19,16.42
552,2015-01-14,35,24,K,167-7,0,2,12222.53,16.42
553,2015-01-14,35,24,K,168-16,0,2,13578.98,16.42
554,2015-01-14,35,24,K,169-30,0,2,11920.48,16.42
555,2015-01-14,35,24,K,164-11,0,2,12234.26,16.42
556,2015-01-14,35,24,K,156-4,2,2,14850.69,17.95
557,2015-01-14,35,24,K,167-7,2,2,16558.67,17.95
558,2015-01-14,35,24,K,168-16,2,2,2791.14,17.95
559,2015-01-14,35,24,K,169-30,2,2,12820.69,17.95
560,2015-01-14,35,24,K,164-11,2,2,14718.23,17.95
561,2015-01-14,35,24,K,156-4,12,2,12931.87,16.73
562,2015-01-14,35,24,K,167-7,12,2,12209.78,16.73
563,2015-01-14,35,24,K,168-16,12,2,12467.99,16.73
564,2015-01-14,35,24,K,169-30,12,2,11918.8,16.73
565,2015-01-14,35,24,K,164-11,12,2,18399.51,16.73
566,2015-01-14,35,24,K,156-4,24,2,12083.33,21.16
567,2015-01-14,35,24,K,167-7,24,2,15100.36,21.16
568,2015-01-14,35,24,K,168-16,24,2,10751.38,21.16
569,2015-01-14,35,24,K,169-30,24,2,13119.89,21.16
570,2015-01-14,35,24,K,164-11,24,2,10144.96,21.16
571,2015-01-14,35,24,K,156-4,36,2,4526.97,20.83
572,2015-01-14,35,24,K,167-7,36,2,3324.18,20.83
573,2015-01-14,35,24,K,168-16,36,2,1340.46,20.83
574,2015-01-14,35,24,K,169-30,36,2,2851.5,20.83
575,2015-01-14,35,24,K,164-11,36,2,3978.09,20.83
576,2015-01-14,35,24,K,156-4,0,3,13181.31,16.42
577,2015-01-14,35,24,K,167-7,0,3,12125.44,16.42
578,2015-01-14,35,24,K,168-16,0,3,12641.58,16.42
579,2015-01-14,35,24,K,169-30,0,3,12272.78,16.42
580,2015-01-14,35,24,K,164-11,0,3,13188.66,16.42
581,2015-01-14,35,24,K,156-4,2,3,13675.37,17.95
582,2015-01-14,35,24,K,167-7,2,3,13322.95,17.95
583,2015-01-14,35,24,K,168-16,2,3,2092.36,17.95
584,2015-01-14,35,24,K,169-30,2,3,11614.64,17.95
585,2015-01-14,35,24,K,164-11,2,3,14495.81,17.95
586,2015-01-14,35,24,K,156-4,12,3,13533.33,16.73
587,2015-01-14,35,24,K,167-7,12,3,15736.98,16.73
588,2015-01-14,35,24,K,168-16,12,3,13002.08,16.73
589,2015-01-14,35,24,K,169-30,12,3,12150.15,16.73
590,2015-01-14,35,24,K,164-11,12,3,17578.18,16.73
591,2015-01-14,35,24,K,156-4,24,3,12175.54,21.16
592,2015-01-14,35,24,K,167-7,24,3,15373.53,21.16
593,2015-01-14,35,24,K,168-16,24,3,9176.39,21.16
594,2015-01-14,35,24,K,169-30,24,3,13476.24,21.16
595,2015-01-14,35,24,K,164-11,24,3,17990,21.16
596,2015-01-14,35,24,K,156-4,36,3,4073.16,20.83
597,2015-01-14,35,24,K,167-7,36,3,4237.37,20.83
598,2015-01-14,35,24,K,168-16,36,3,3374.69,20.83
599,2015-01-14,35,24,K,169-30,36,3,2412.08,20.83
600,2015-01-14,35,24,K,164-11,36,3,3900.58,20.83
526,2015-01-15,36,48,K,156-4,0,1,17549.58,15.91
527,2015-01-15,36,48,K,167-7,0,1,15431.79,15.91
528,2015-01-15,36,48,K,168-16,0,1,16523.05,15.91
529,2015-01-15,36,48,K,169-30,0,1,14054.97,15.91
530,2015-01-15,36,48,K,164-11,0,1,20101.85,15.91
531,2015-01-15,36,48,K,156-4,2,1,16716.56,16.61
532,2015-01-15,36,48,K,167-7,2,1,21750.77,16.61
533,2015-01-15,36,48,K,168-16,2,1,1519.44,16.61
534,2015-01-15,36,48,K,169-30,2,1,18592.81,16.61
535,2015-01-15,36,48,K,164-11,2,1,20232.56,16.61
536,2015-01-15,36,48,K,156-4,12,1,14679.69,17.55
537,2015-01-15,36,48,K,167-7,12,1,24900.07,17.55
538,2015-01-15,36,48,K,168-16,12,1,15439.11,17.55
539,2015-01-15,36,48,K,169-30,12,1,16177.06,17.55
540,2015-01-15,36,48,K,164-11,12,1,21510.07,17.55
541,2015-01-15,36,48,K,156-4,24,1,16224.45,21.04
542,2015-01-15,36,48,K,167-7,24,1,23641.84,21.04
543,2015-01-15,36,48,K,168-16,24,1,12485.3,21.04
544,2015-01-15,36,48,K,169-30,24,1,17138.45,21.04
545,2015-01-15,36,48,K,164-11,24,1,14386.6,21.04
546,2015-01-15,36,48,K,156-4,36,1,4948.45,21.33
547,2015-01-15,36,48,K,167-7,36,1,5040.1,21.33
548,2015-01-15,36,48,K,168-16,36,1,1292.67,21.33
549,2015-01-15,36,48,K,169-30,36,1,2149.41,21.33
550,2015-01-15,36,48,K,164-11,36,1,3994.1,21.33
551,2015-01-15,36,48,K,156-4,0,2,18812.57,15.91
552,2015-01-15,36,48,K,167-7,0,2,16090.87,15.91
553,2015-01-15,36,48,K,168-16,0,2,20245.17,15.91
554,2015-01-15,36,48,K,169-30,0,2,16952.07,15.91
555,2015-01-15,36,48,K,164-11,0,2,19075.57,15.91
556,2015-01-15,36,48,K,156-4,2,2,19404.27,16.61
557,2015-01-15,36,48,K,167-7,2,2,29751.44,16.61
558,2015-01-15,36,48,K,168-16,2,2,3510.24,16.61
559,2015-01-15,36,48,K,169-30,2,2,19502.25,16.61
560,2015-01-15,36,48,K,164-11,2,2,20196.14,16.61
561,2015-01-15,36,48,K,156-4,12,2,16948.28,17.55
562,2015-01-15,36,48,K,167-7,12,2,21687.6,17.55
563,2015-01-15,36,48,K,168-16,12,2,17072.15,17.55
564,2015-01-15,36,48,K,169-30,12,2,17394.71,17.55
565,2015-01-15,36,48,K,164-11,12,2,21749.11,17.55
566,2015-01-15,36,48,K,156-4,24,2,15024.07,21.04
567,2015-01-15,36,48,K,167-7,24,2,26346.93,21.04
568,2015-01-15,36,48,K,168-16,24,2,13010.98,21.04
569,2015-01-15,36,48,K,169-30,24,2,17806.54,21.04
570,2015-01-15,36,48,K,164-11,24,2,13773.3,21.04
571,2015-01-15,36,48,K,156-4,36,2,5281.71,21.33
572,2015-01-15,36,48,K,167-7,36,2,4207.62,21.33
573,2015-01-15,36,48,K,168-16,36,2,1294.36,21.33
574,2015-01-15,36,48,K,169-30,36,2,2844.82,21.33
575,2015-01-15,36,48,K,164-11,36,2,5164.88,21.33
576,2015-01-15,36,48,K,156-4,0,3,19698.72,15.91
577,2015-01-15,36,48,K,167-7,0,3,16611.5,15.91
578,2015-01-15,36,48,K,168-16,0,3,20606.27,15.91
579,2015-01-15,36,48,K,169-30,0,3,18959.66,15.91
580,2015-01-15,36,48,K,164-11,0,3,19780.26,15.91
581,2015-01-15,36,48,K,156-4,2,3,16667.85,16.61
582,2015-01-15,36,48,K,167-7,2,3,21647.53,16.61
583,2015-01-15,36,48,K,168-16,2,3,2331.89,16.61
584,2015-01-15,36,48,K,169-30,2,3,17402.07,16.61
585,2015-01-15,36,48,K,164-11,2,3,20178.83,16.61
586,2015-01-15,36,48,K,156-4,12,3,16335.81,17.55
587,2015-01-15,36,48,K,167-7,12,3,25785.63,17.55
588,2015-01-15,36,48,K,168-16,12,3,16416.62,17.55
589,2015-01-15,36,48,K,169-30,12,3,17417.97,17.55
590,2015-01-15,36,48,K,164-11,12,3,22700.32,17.55
591,2015-01-15,36,48,K,156-4,24,3,15451.71,21.04
592,2015-01-15,36,48,K,167-7,24,3,25968.75,21.04
593,2015-01-15,36,48,K,168-16,24,3,14066.71,21.04
594,2015-01-15,36,48,K,169-30,24,3,18077.86,21.04
595,2015-01-15,36,48,K,164-11,24,3,18399.85,21.04
596,2015-01-15,36,48,K,156-4,36,3,4891.3,21.33
597,2015-01-15,36,48,K,167-7,36,3,5068.91,21.33
598,2015-01-15,36,48,K,168-16,36,3,2588.63,21.33
599,2015-01-15,36,48,K,169-30,36,3,2125.86,21.33
600,2015-01-15,36,48,K,164-11,36,3,4133.48,21.33
526,2015-01-16,37,72,K,156-4,0,1,25280.74,16.16
527,2015-01-16,37,72,K,167-7,0,1,19017.69,16.16
528,2015-01-16,37,72,K,168-16,0,1,23540.17,16.16
529,2015-01-16,37,72,K,169-30,0,1,22998.03,16.16
530,2015-01-16,37,72,K,164-11,0,1,25910.78,16.16
531,2015-01-16,37,72,K,156-4,2,1,20759.47,16.78
532,2015-01-16,37,72,K,167-7,2,1,29289.95,16.78
533,2015-01-16,37,72,K,168-16,2,1,1927.66,16.78
534,2015-01-16,37,72,K,169-30,2,1,27991.44,16.78
535,2015-01-16,37,72,K,164-11,2,1,25956.26,16.78
536,2015-01-16,37,72,K,156-4,12,1,20033.04,17.08
537,2015-01-16,37,72,K,167-7,12,1,38995,17.08
538,2015-01-16,37,72,K,168-16,12,1,20187.64,17.08
539,2015-01-16,37,72,K,169-30,12,1,21239.06,17.08
540,2015-01-16,37,72,K,164-11,12,1,22695.52,17.08
541,2015-01-16,37,72,K,156-4,24,1,22961.47,15.69
542,2015-01-16,37,72,K,167-7,24,1,35142.05,15.69
543,2015-01-16,37,72,K,168-16,24,1,15632.28,15.69
544,2015-01-16,37,72,K,169-30,24,1,24711.82,15.69
545,2015-01-16,37,72,K,164-11,24,1,19194.42,15.69
546,2015-01-16,37,72,K,156-4,36,1,6207.93,21.17
547,2015-01-16,37,72,K,167-7,36,1,5835.67,21.17
548,2015-01-16,37,72,K,168-16,36,1,1407.09,21.17
549,2015-01-16,37,72,K,169-30,36,1,2089,21.17
550,2015-01-16,37,72,K,164-11,36,1,4863.46,21.17
551,2015-01-16,37,72,K,156-4,0,2,24957.85,16.16
552,2015-01-16,37,72,K,167-7,0,2,20444.34,16.16
553,2015-01-16,37,72,K,168-16,0,2,28947.07,16.16
554,2015-01-16,37,72,K,169-30,0,2,24780.73,16.16
555,2015-01-16,37,72,K,164-11,0,2,24636.44,16.16
556,2015-01-16,37,72,K,156-4,2,2,23995.64,16.78
557,2015-01-16,37,72,K,167-7,2,2,48182.76,16.78
558,2015-01-16,37,72,K,168-16,2,2,5762.67,16.78
559,2015-01-16,37,72,K,169-30,2,2,29524.3,16.78
560,2015-01-16,37,72,K,164-11,2,2,26316.51,16.78
561,2015-01-16,37,72,K,156-4,12,2,22276.32,17.08
562,2015-01-16,37,72,K,167-7,12,2,35811.46,17.08
563,2015-01-16,37,72,K,168-16,12,2,24785.39,17.08
564,2015-01-16,37,72,K,169-30,12,2,23181.08,17.08
565,2015-01-16,37,72,K,164-11,12,2,29761.01,17.08
566,2015-01-16,37,72,K,156-4,24,2,20052.36,15.69
567,2015-01-16,37,72,K,167-7,24,2,38169.11,15.69
568,2015-01-16,37,72,K,168-16,24,2,17410.85,15.69
569,2015-01-16,37,72,K,169-30,24,2,24714.95,15.69
570,2015-01-16,37,72,K,164-11,24,2,19439.79,15.69
571,2015-01-16,37,72,K,156-4,36,2,6441.19,21.17
572,2015-01-16,37,72,K,167-7,36,2,5481.7,21.17
573,2015-01-16,37,72,K,168-16,36,2,1098.09,21.17
574,2015-01-16,37,72,K,169-30,36,2,2917.34,21.17
575,2015-01-16,37,72,K,164-11,36,2,5679.57,21.17
576,2015-01-16,37,72,K,156-4,0,3,25405.82,16.16
577,2015-01-16,37,72,K,167-7,0,3,20207.48,16.16
578,2015-01-16,37,72,K,168-16,0,3,29560.89,16.16
579,2015-01-16,37,72,K,169-30,0,3,26738.33,16.16
580,2015-01-16,37,72,K,164-11,0,3,26241.02,16.16
581,2015-01-16,37,72,K,156-4,2,3,21858.33,16.78
582,2015-01-16,37,72,K,167-7,2,3,30290.4,16.78
583,2015-01-16,37,72,K,168-16,2,3,2852.08,16.78
584,2015-01-16,37,72,K,169-30,2,3,25641.37,16.78
585,2015-01-16,37,72,K,164-11,2,3,25959.68,16.78
586,2015-01-16,37,72,K,156-4,12,3,22791.02,17.08
587,2015-01-16,37,72,K,167-7,12,3,40993.37,17.08
588,2015-01-16,37,72,K,168-16,12,3,21813.43,17.08
589,2015-01-16,37,72,K,169-30,12,3,23374.98,17.08
590,2015-01-16,37,72,K,164-11,12,3,28311.02,17.08
591,2015-01-16,37,72,K,156-4,24,3,21655.17,15.69
592,2015-01-16,37,72,K,167-7,24,3,36360.09,15.69
593,2015-01-16,37,72,K,168-16,24,3,16584.79,15.69
594,2015-01-16,37,72,K,169-30,24,3,25769.88,15.69
595,2015-01-16,37,72,K,164-11,24,3,21422.71,15.69
596,2015-01-16,37,72,K,156-4,36,3,5481.48,21.17
597,2015-01-16,37,72,K,167-7,36,3,5994.98,21.17
598,2015-01-16,37,72,K,168-16,36,3,2442.87,21.17
599,2015-01-16,37,72,K,169-30,36,3,2362.32,21.17
600,2015-01-16,37,72,K,164-11,36,3,4817.09,21.17
526,2015-01-17,38,96,K,156-4,0,1,30574.79,15.31
527,2015-01-17,38,96,K,167-7,0,1,22205.83,15.31
528,2015-01-17,38,96,K,168-16,0,1,35333.7,15.31
529,2015-01-17,38,96,K,169-30,0,1,30800.29,15.31
530,2015-01-17,38,96,K,164-11,0,1,34094.3,15.31
531,2015-01-17,38,96,K,156-4,2,1,26877.25,16.19
532,2015-01-17,38,96,K,167-7,2,1,38751.5,16.19
533,2015-01-17,38,96,K,168-16,2,1,2981.74,16.19
534,2015-01-17,38,96,K,169-30,2,1,39927.25,16.19
535,2015-01-17,38,96,K,164-11,2,1,34649.57,16.19
536,2015-01-17,38,96,K,156-4,12,1,24591.76,15.94
537,2015-01-17,38,96,K,167-7,12,1,60564.56,15.94
538,2015-01-17,38,96,K,168-16,12,1,26924.29,15.94
539,2015-01-17,38,96,K,169-30,12,1,31889.89,15.94
540,2015-01-17,38,96,K,164-11,12,1,28646.26,15.94
541,2015-01-17,38,96,K,156-4,24,1,27857.27,19.51
542,2015-01-17,38,96,K,167-7,24,1,47356.36,19.51
543,2015-01-17,38,96,K,168-16,24,1,18552.73,19.51
544,2015-01-17,38,96,K,169-30,24,1,28347.37,19.51
545,2015-01-17,38,96,K,164-11,24,1,22434.09,19.51
546,2015-01-17,38,96,K,156-4,36,1,6511.31,20.54
547,2015-01-17,38,96,K,167-7,36,1,7908.23,20.54
548,2015-01-17,38,96,K,168-16,36,1,1282.42,20.54
549,2015-01-17,38,96,K,169-30,36,1,2241.86,20.54
550,2015-01-17,38,96,K,164-11,36,1,4782.1,20.54
551,2015-01-17,38,96,K,156-4,0,2,32332.56,15.31
552,2015-01-17,38,96,K,167-7,0,2,23662.86,15.31
553,2015-01-17,38,96,K,168-16,0,2,39065.32,15.31
554,2015-01-17,38,96,K,169-30,0,2,32141.1,15.31
555,2015-01-17,38,96,K,164-11,0,2,32885.47,15.31
556,2015-01-17,38,96,K,156-4,2,2,30496.7,16.19
557,2015-01-17,38,96,K,167-7,2,2,63272.24,16.19
558,2015-01-17,38,96,K,168-16,2,2,7681.78,16.19
559,2015-01-17,38,96,K,169-30,2,2,42692.69,16.19
560,2015-01-17,38,96,K,164-11,2,2,32890.91,16.19
561,2015-01-17,38,96,K,156-4,12,2,27949.02,15.94
562,2015-01-17,38,96,K,167-7,12,2,56742.66,15.94
563,2015-01-17,38,96,K,168-16,12,2,32594.85,15.94
564,2015-01-17,38,96,K,169-30,12,2,29831.43,15.94
565,2015-01-17,38,96,K,164-11,12,2,38247.77,15.94
566,2015-01-17,38,96,K,156-4,24,2,27781.8,19.51
567,2015-01-17,38,96,K,167-7,24,2,56838.12,19.51
568,2015-01-17,38,96,K,168-16,24,2,22495.86,19.51
569,2015-01-17,38,96,K,169-30,24,2,30619.53,19.51
570,2015-01-17,38,96,K,164-11,24,2,18562.7,19.51
571,2015-01-17,38,96,K,156-4,36,2,6688.93,20.54
572,2015-01-17,38,96,K,167-7,36,2,6416.34,20.54
573,2015-01-17,38,96,K,168-16,36,2,947.03,20.54
574,2015-01-17,38,96,K,169-30,36,2,2492.56,20.54
575,2015-01-17,38,96,K,164-11,36,2,6949.72,20.54
576,2015-01-17,38,96,K,156-4,0,3,32728.28,15.31
577,2015-01-17,38,96,K,167-7,0,3,23363.82,15.31
578,2015-01-17,38,96,K,168-16,0,3,42354.35,15.31
579,2015-01-17,38,96,K,169-30,0,3,34877.51,15.31
580,2015-01-17,38,96,K,164-11,0,3,33070.19,15.31
581,2015-01-17,38,96,K,156-4,2,3,27854.8,16.19
582,2015-01-17,38,96,K,167-7,2,3,41350.19,16.19
583,2015-01-17,38,96,K,168-16,2,3,3949.36,16.19
584,2015-01-17,38,96,K,169-30,2,3,37160.16,16.19
585,2015-01-17,38,96,K,164-11,2,3,31463.02,16.19
586,2015-01-17,38,96,K,156-4,12,3,29285.26,15.94
587,2015-01-17,38,96,K,167-7,12,3,58838.2,15.94
588,2015-01-17,38,96,K,168-16,12,3,25723.29,15.94
589,2015-01-17,38,96,K,169-30,12,3,30262.08,15.94
590,2015-01-17,38,96,K,164-11,12,3,33640.15,15.94
591,2015-01-17,38,96,K,156-4,24,3,28435.1,19.51
592,2015-01-17,38,96,K,167-7,24,3,54811.18,19.51
593,2015-01-17,38,96,K,168-16,24,3,19405.83,19.51
594,2015-01-17,38,96,K,169-30,24,3,30910.9,19.51
595,2015-01-17,38,96,K,164-11,24,3,26785.97,19.51
596,2015-01-17,38,96,K,156-4,36,3,6621.57,20.54
597,2015-01-17,38,96,K,167-7,36,3,6457.1,20.54
598,2015-01-17,38,96,K,168-16,36,3,2129.49,20.54
599,2015-01-17,38,96,K,169-30,36,3,2743.38,20.54
600,2015-01-17,38,96,K,164-11,36,3,6013.34,20.54
601,2015-01-17,38,0,L,156-4,0,1,3349.7,15.84
602,2015-01-17,38,0,L,167-7,0,1,2860.99,15.84
603,2015-01-17,38,0,L,168-16,0,1,4373.93,15.84
604,2015-01-17,38,0,L,169-30,0,1,4069.6,15.84
605,2015-01-17,38,0,L,164-11,0,1,5407.54,15.84
606,2015-01-17,38,0,L,156-4,2,1,3215.64,16.45
607,2015-01-17,38,0,L,167-7,2,1,4988.03,16.45
608,2015-01-17,38,0,L,168-16,2,1,2949.31,16.45
609,2015-01-17,38,0,L,169-30,2,1,5108.2,16.45
610,2015-01-17,38,0,L,164-11,2,1,4064,16.45
611,2015-01-17,38,0,L,156-4,12,1,3128.02,16.2
612,2015-01-17,38,0,L,167-7,12,1,8716.77,16.2
613,2015-01-17,38,0,L,168-16,12,1,3998.91,16.2
614,2015-01-17,38,0,L,169-30,12,1,5348.12,16.2
615,2015-01-17,38,0,L,164-11,12,1,5974.66,16.2
616,2015-01-17,38,0,L,156-4,24,1,3822.15,19.44
617,2015-01-17,38,0,L,167-7,24,1,7929.4,19.44
618,2015-01-17,38,0,L,168-16,24,1,3234.58,19.44
619,2015-01-17,38,0,L,169-30,24,1,4076.14,19.44
620,2015-01-17,38,0,L,164-11,24,1,3573.1,19.44
621,2015-01-17,38,0,L,156-4,36,1,5711.37,19.35
622,2015-01-17,38,0,L,167-7,36,1,7431.32,19.35
623,2015-01-17,38,0,L,168-16,36,1,1050.53,19.35
624,2015-01-17,38,0,L,169-30,36,1,1333,19.35
625,2015-01-17,38,0,L,164-11,36,1,3557.11,19.35
626,2015-01-17,38,0,L,156-4,0,2,4314.68,15.84
627,2015-01-17,38,0,L,167-7,0,2,3218.03,15.84
628,2015-01-17,38,0,L,168-16,0,2,5747.54,15.84
629,2015-01-17,38,0,L,169-30,0,2,4365.3,15.84
630,2015-01-17,38,0,L,164-11,0,2,4465.64,15.84
631,2015-01-17,38,0,L,156-4,2,2,5237.71,16.45
632,2015-01-17,38,0,L,167-7,2,2,8526.51,16.45
633,2015-01-17,38,0,L,168-16,2,2,7964.12,16.45
634,2015-01-17,38,0,L,169-30,2,2,3662.53,16.45
635,2015-01-17,38,0,L,164-11,2,2,4182.33,16.45
636,2015-01-17,38,0,L,156-4,12,2,3468.92,16.2
637,2015-01-17,38,0,L,167-7,12,2,7491.61,16.2
638,2015-01-17,38,0,L,168-16,12,2,4539.3,16.2
639,2015-01-17,38,0,L,169-30,12,2,4336.08,16.2
640,2015-01-17,38,0,L,164-11,12,2,4465.31,16.2
641,2015-01-17,38,0,L,156-4,24,2,3590.16,19.44
642,2015-01-17,38,0,L,167-7,24,2,7479.67,19.44
643,2015-01-17,38,0,L,168-16,24,2,3824.88,19.44
644,2015-01-17,38,0,L,169-30,24,2,4310.3,19.44
645,2015-01-17,38,0,L,164-11,24,2,3113.61,19.44
646,2015-01-17,38,0,L,156-4,36,2,6094.99,19.35
647,2015-01-17,38,0,L,167-7,36,2,6219.78,19.35
648,2015-01-17,38,0,L,168-16,36,2,819.15,19.35
649,2015-01-17,38,0,L,169-30,36,2,2194.58,19.35
650,2015-01-17,38,0,L,164-11,36,2,5158.97,19.35
651,2015-01-17,38,0,L,156-4,0,3,4188.94,15.84
652,2015-01-17,38,0,L,167-7,0,3,2784.2,15.84
653,2015-01-17,38,0,L,168-16,0,3,5298.34,15.84
654,2015-01-17,38,0,L,169-30,0,3,5002.74,15.84
655,2015-01-17,38,0,L,164-11,0,3,4526.08,15.84
656,2015-01-17,38,0,L,156-4,2,3,4118.6,16.45
657,2015-01-17,38,0,L,167-7,2,3,5515.66,16.45
658,2015-01-17,38,0,L,168-16,2,3,3664.85,16.45
659,2015-01-17,38,0,L,169-30,2,3,4934.11,16.45
660,2015-01-17,38,0,L,164-11,2,3,4537.21,16.45
661,2015-01-17,38,0,L,156-4,12,3,3718.23,16.2
662,2015-01-17,38,0,L,167-7,12,3,8522.81,16.2
663,2015-01-17,38,0,L,168-16,12,3,4010.94,16.2
664,2015-01-17,38,0,L,169-30,12,3,4148.75,16.2
665,2015-01-17,38,0,L,164-11,12,3,4790,16.2
666,2015-01-17,38,0,L,156-4,24,3,4136.23,19.44
667,2015-01-17,38,0,L,167-7,24,3,7495.73,19.44
668,2015-01-17,38,0,L,168-16,24,3,3144.58,19.44
669,2015-01-17,38,0,L,169-30,24,3,4167.63,19.44
670,2015-01-17,38,0,L,164-11,24,3,4030.53,19.44
671,2015-01-17,38,0,L,156-4,36,3,4809.4,19.35
672,2015-01-17,38,0,L,167-7,36,3,6273.57,19.35
673,2015-01-17,38,0,L,168-16,36,3,1608.13,19.35
